"id","period","userperiod","round","instructions","byear","gender","race","ideo1","ideo2","ideo3","ideo4","ideo5","ideo6","ideo7","ideo8","ideo9","ideo10","sp","ideo_test","noise","ideology","ideology.noise","mg","group","group_id","prop1","prop2","prop3","offer","vote","vote_result","pd1","pd2","pd3","earnings","payment","pay_period","select_period","select_earn","payoffdictator","final_earnings","demand","comment","session","treatment","treat_inst","uni","type_student","startyear","degree","nationality","expts","t_expts","moveon","IP","client","seat"
3,1,0,0,NA,"1987","female","white","-2","-2","2","1","-1","2","2","1","0","0",6,"0",-0.0804698596708476,6,5.91953014032915,1,1.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,6,5,13.5," How individuals act within an economy, when having to decide who gets how much money. Individual's (cultural/educational) background, nationality, political party, age etc. affect one's market/decision making behaviour.","I liked this one. Immediately once I got the instructions, I started to think of a way in which I could gain the most money. I realised even before thinking, that wanting to keep all the money to myself would not be the answer as being too selfish will not get you anywhere in the market. No one else would not have accepted my offer.","GRIexpt-2014-12-03-105420","GRI","Read","1","2",NA," BA in Business Management and Modern Languages","Finland","0","0",NA,"155.245.28.15","cl-9",NA
10,1,0,0,NA,"1994","female","white","-1","-2","1","-1","0","2","2","2","1","0",6,"0",-0.135836234129965,6,5.86416376587003,1,1.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,5.7,2,10.2," How much people are willing to share with other people based on how similar/different they are to them - how judgmental people can be with some identity hidden"," Quite lengthy and repetitive - every round gave near enough equal amounts of money. Good way of testing how people view equality if that was the aim.","GRIexpt-2014-12-03-105420","GRI","Read","1","2",NA," Psychology","United Kingdom","1","5",NA,"155.245.28.24","cl-18",NA
13,1,0,0,NA,"1991","male","white","1","0","1","-1","-1","0","1","0","2","0",6,"0",-0.126563598448411,6,5.87343640155159,1,1.1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,0,2.8,5.3," Fairness, greed, and political orientation."," Extremely slow and tedious.","GRIexpt-2014-12-03-105420","GRI","Read","0","0",NA," ","United Kingdom","1","5",NA,"155.245.28.9","cl-3",NA
6,1,0,0,NA,"1995","female","white","-2","-2","1","0","-2","2","2","2","-2","-1",2,"-2",0.114558892976493,2,2.11455889297649,1,1.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,5.7,3.5,11.7,"How, regardless of the political orientation of the participants, the money is divided. May be the capacity to share of people, even when you do not expect it. ","People tends to share more than I imagined, and I need to become a more sharing person, even when I feel I would need more money. ","GRIexpt-2014-12-03-105420","GRI","Read","1","2",NA," Art History","Spain","1","1",NA,"155.245.28.8","cl-2",NA
7,1,0,0,NA,"1988","female","white","1","-1","0","0","-2","2","2","1","-2","-2",2,"0",0.165790467150509,2,2.16579046715051,1,1.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,5.7,2,10.2," Economy and psychology. Risk taking. Consistency between the behavior and the declared political opinions of the participants."," It was good","GRIexpt-2014-12-03-105420","GRI","Read","1","1",NA," LLM International Human Rights Law","Spain","1","1",NA,"155.245.28.11","cl-5",NA
11,1,0,0,NA,"1994","female","white","1","-2","0","0","1","2","0","2","0","0",5,"-1",-0.446216554380953,5,4.55378344561905,1,1.2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,5.6,2.7,10.8,"economy."," interesting ","GRIexpt-2014-12-03-105420","GRI","Read","1","2",NA," English studies. Language and linguistic depart.","Spain","1","1",NA,"155.245.28.19","cl-13",NA
9,1,0,0,NA,"1994","female","white","0","-2","1","-1","-1","2","2","1","0","0",3,"0",0.0707284362055361,3,3.07072843620554,2,2.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,4,3,9.5," I suppose it was about how we see those around us and to what extent we consider us all to be equal and deserving of the same resources. Only one other participant was needed to get an offer approved, so technically there was no need to also provide some money for the third participant. In that sense, it was also a test of our moral and approach to fairness. "," I was interesting to see the different offers and what it took for two people to reject it. How much are we willing to compromise and what can we let pass - quite interesting. ","GRIexpt-2014-12-03-105420","GRI","Read","1","2",NA," BA Business Management and Modern Languages","Norway","1","1",NA,"155.245.28.16","cl-10",NA
14,1,0,0,NA,"1996","female","white","1","-1","1","-2","-1","1","1","1","-1","1",7,"-2",-0.04701210828498,7,6.95298789171502,2,2.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,5,2.5,10," How people with left and right political views are willing to distribute money.And in general in the community how people want to distribute public money between themselves and others."," Engaging, easier for people with economics or political studies but suitable for the general public as well.","GRIexpt-2014-12-03-105420","GRI","Read","1","2",NA," Accounting and Management","Bulgaria","1","2",NA,"155.245.28.12","cl-6",NA
17,1,0,0,NA,"1996","female","white","-1","-2","1","-1","-2","2","2","1","-2","-1",4,"0",-0.0872379610314965,4,3.9127620389685,2,2.1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,2,10.5," I thought it was about entering a business partnership and how money is dispatched. Usually the person that introduces the deal will get more than the others, and when an unfair deal is made everyone looks at how much he gains before rejecting the offer: ""even if it is unfair to someone as long as it is not me i will accept the offer"""," It is well conducted though the blanks between each round is quite important. It seems interesting, i'd like to know more about that experiment.","GRIexpt-2014-12-03-105420","GRI","Read","1","2",NA," LLB French and English Law","France","1","1",NA,"155.245.28.23","cl-17",NA
1,1,0,0,NA,"1996","male","white","0","0","-1","1","0","-1","1","0","1","1",7,"0",0.671460093278438,7,7.67146009327844,2,2.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,8,3,13.5," Monetary attribution in regards to political opinions","It was rather interesting. I didn't think that there were that many socialists at university, i felt a bit alone as a conservative. another observation is that most off the times i would always be the one benefiting the max from the period. ","GRIexpt-2014-12-03-105420","GRI","Read","1","2",NA," French and English Law","France","1","2",NA,"155.245.28.22","cl-16",NA
