"id","period","userperiod","round","instructions","byear","gender","race","ideo1","ideo2","ideo3","ideo4","ideo5","ideo6","ideo7","ideo8","ideo9","ideo10","sp","ideo_test","noise","ideology","ideology.noise","mg","group","group_id","prop1","prop2","prop3","offer","vote","vote_result","pd1","pd2","pd3","earnings","payment","pay_period","select_period","select_earn","payoffdictator","final_earnings","demand","comment","session","treatment","treat_inst","uni","type_student","startyear","degree","nationality","expts","t_expts","moveon","IP","client","seat"
9,1,0,0,NA,"1992","male","white","1","0","0","0","-1","2","2","0","-2","0",6,"0",0.457568902475759,6,6.45756890247576,1,1.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,10,3.1,15.6," How quickly do people understand incentive systems. Investigating inequality aversion based on different factors. Investigating economic impact of racial/political prejudice.","No complaints.","GRIexpt-2014-12-03-142507","GRI","Read","1","2",NA,"BSc Economics (incl year abroad)","Lithuania","1","15",NA,"155.245.28.16","cl-10",NA
11,1,0,0,NA,"1995","female","black","0","-1","0","1","-1","1","2","0","0","-1",7,"0",0.681879177642986,7,7.68187917764299,1,1.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,8.5,2.8,13.8," Decision making ","A good way to test if an individual is sharing ","GRIexpt-2014-12-03-142507","GRI","Read","1","2",NA,"Business Management ","Netherlands","1","2",NA,"155.245.28.23","cl-17",NA
13,1,0,0,NA,"1994","female","white","-2","-2","0","-1","-2","2","2","2","-2","-2",3,"0",0.527253435645253,3,3.52725343564525,1,1.1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,7,3.1,12.6," Politics or generousity/selfishness"," Interesting, very intelligent way to test it out. Avatar made it a little too obvious who is who in the room","GRIexpt-2014-12-03-142507","GRI","Read","1","2",NA," Psychology","Italy","1","15",NA,"155.245.28.19","cl-13",NA
6,1,0,0,NA,"1995","female","white","-2","0","0","1","0","-1","2","2","0","-2",5,"2",-0.121849724091589,5,4.87815027590841,1,1.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,9,3.5,15,"how people take decisions in different situations"," it was interesting and challenging, but confusing at first","GRIexpt-2014-12-03-142507","GRI","Read","1","2",NA,"Sociology","Bulgaria","0","0",NA,"155.245.28.17","cl-11",NA
10,1,0,0,NA,"1995","female","black","-1","-2","2","-2","-1","2","2","2","1","0",3,"0",-0.124041215702891,3,2.87595878429711,1,1.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,8.5,2,13," Our thought processes when it comes to political elements of society and how this influences the way we share assets eg. money "," Confusing at first but I understood it after the first round. Interesting and thought provoking concept ","GRIexpt-2014-12-03-142507","GRI","Read","1","2",NA," Biomedical Sciences (with a year abroad)","United Kingdom","0","0",NA,"155.245.28.13","cl-7",NA
15,1,0,0,NA,"1994","female","white","0","-2","-1","-1","-1","2","2","0","0","-1",3,"-2",0.534511911682785,3,3.53451191168278,1,1.2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,5,3.5,11,"I think it's about how much money someone is willing to give to another but is willing to keep for themselves and maybe if their value for money contrasts their political values.","I enjoyed it! Granted I got the short straw in most of the stages but I found it interesting. ","GRIexpt-2014-12-03-142507","GRI","Read","1","2",NA," BA DRAMA","United Kingdom","0","0",NA,"155.245.28.9","cl-3",NA
4,1,0,0,NA,"1996","male","black","-2","-2","-1","0","-1","-2","1","0","1","1",5,"0",0.665637658536434,5,5.66563765853643,2,2.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,7,3.5,13,"."," okay","GRIexpt-2014-12-03-142507","GRI","Read","1","2",NA," BSc Economics (including placement year)","United Kingdom","1","2",NA,"155.245.28.20","cl-14",NA
5,1,0,0,NA,"1996","female","white","1","-2","1","1","-1","2","2","1","1","0",6,"-2",0.453098231647164,6,6.45309823164716,2,2.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,2,9.5,"Seeing if different race, gender or political views affected how people would split a set amount of money in a group.","I think the experiment was a good idea though most of the proposals I received seemed to be similar. It was easy to do and had simple, easy to follow instructions.","GRIexpt-2014-12-03-142507","GRI","Read","1","2",NA," Genetics","United Kingdom","0","0",NA,"155.245.28.24","cl-18",NA
18,1,0,0,NA,"1994","female","white","-1","-1","1","-2","-2","2","2","1","2","-1",3,"0",-0.651402127509937,3,2.34859787249006,2,2.1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,5.5,2.5,10.5," I believe this experiment was to do in part with whether or not people would be more generous with giving money if the participant were in a similar place to them on the political scale.","The other participants were generous in their offerings, however I believe the offers were never rejected because the allowance would then go down.  ","GRIexpt-2014-12-03-142507","GRI","Read","1","2",NA," Biomedical Science","United Kingdom","1","1",NA,"155.245.28.14","cl-8",NA
1,1,0,0,NA,"1994","female","black","-2","-2","0","-1","1","-2","1","1","0","0",5,"2",0.484386430028826,5,5.48438643002883,2,2.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,5.7,3.5,11.7," I think its about how people react in groups when money is involved. Whether people will comply or settle for certain amounts if it means not losing out on a larger amount. or whether pride or greed will get in the way if a too low amount is offered to an individual. It my also be to see if race affects the decisions made by individuals."," I thought it was an interesting experiment, especially since no one knows the individuals in the groups.  ","GRIexpt-2014-12-03-142507","GRI","Read","1","2",NA," Biomedical Science","Austria","0","0",NA,"155.245.28.8","cl-2",NA
12,1,0,0,NA,"1995","female","black","1","-2","-1","0","1","-1","1","2","1","1",8,"0",0.407629663962871,8,8.40762966396287,2,2.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,1,2.5,6," I would think this experiment is about how people think of money and whether they believe that everyone deserves to be paid equally of if people are just focused on staying rich and therefore we have situations where the rich try and stay rich and do not think about the poor. "," I found this experiment to be quick and easy. There was some waiting for people to respond as we had to do 10 rounds but overall it was good. ","GRIexpt-2014-12-03-142507","GRI","Read","1","2",NA," Biomedical Sciences","United Kingdom","1","3",NA,"155.245.28.21","cl-15",NA
