"id","period","userperiod","round","instructions","byear","gender","race","ideo1","ideo2","ideo3","ideo4","ideo5","ideo6","ideo7","ideo8","ideo9","ideo10","sp","ideo_test","noise","ideology","ideology.noise","mg","group","group_id","prop1","prop2","prop3","offer","vote","vote_result","pd1","pd2","pd3","earnings","payment","pay_period","select_period","select_earn","payoffdictator","final_earnings","demand","comment","session","treatment","treat_inst","uni","type_student","startyear","degree","nationality","expts","t_expts","moveon","IP","client","seat"
9,1,0,0,NA,"1986","female","white","0","-1","1","-2","-1","0","1","2","0","-1",8,"0",-0.465295520238578,8,7.53470447976142,1,1.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5.8,4.8,13.1," political parts and general policy"," interesting","GRIexpt-2014-12-03-125727","GRI","Read","1","0",NA," MSc Banking and Finance","Greece","1","2",NA,"155.245.28.24","cl-18",NA
13,1,0,0,NA,"1995","female","white","1","-2","1","0","-1","2","2","-1","2","0",5,"0",0.673727457970381,5,5.67372745797038,1,1.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,0,2.1,4.6,"If you knew you only needed 2 out of 3 votes for an offer to be accepted, would you only offer 2 out of the 3 people good offers or would you split it evenly. Also to see if race affected what offer you made to people. "," Was a good experiment, was a bit long.","GRIexpt-2014-12-03-125727","GRI","Read","1","2",NA," Biological Sciences","United Kingdom","1","1",NA,"155.245.28.8","cl-2",NA
14,1,0,0,NA,"1993","male","white","1","-1","1","1","-2","0","2","0","2","0",5,"-2",0.535742969252169,5,5.53574296925217,1,1.1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,9,3,14.5," To see how are decisions differed when placed in groups with altering proportions of different people.","I enjoyed it but had to wait long periods of time. ","GRIexpt-2014-12-03-125727","GRI","Read","1","2",NA," Computer Games (BSc)","United Kingdom","1","2",NA,"155.245.28.14","cl-8",NA
5,1,0,0,NA,"1995","male","black","-1","-1","1","1","2","1","2","2","-1","1",2,"0",0.443605285137892,2,2.44360528513789,1,1.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2.1,5.6,"the experiment was about proving if the participants were actually left winged or right winged","the experiment is very good in terms of allocating if the participants were left or right winged. the experiment can also be used to measure racism within the participants especially within the group stage. ","GRIexpt-2014-12-03-125727","GRI","Read","1","2",NA," criminology and the media","United Kingdom","0","0",NA,"155.245.28.10","cl-4",NA
6,1,0,0,NA,"1995","male","black","2","-2","1","-2","-1","2","2","2","0","-2",5,"0",0.340253810631111,5,5.34025381063111,1,1.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,9,3,14.5," Equality, money and power","Interesting to see what people would do when they have the power. People believe in equality when they have no money. ","GRIexpt-2014-12-03-125727","GRI","Read","1","2",NA," Economics","United Kingdom","1","4",NA,"155.245.28.18","cl-12",NA
16,1,0,0,NA,"1996","male","white","0","0","-1","-1","1","1","-1","0","1","-1",8,"-2",0.0095711296889931,8,8.00957112968899,1,1.2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,9,3,14.5,"How people decides to split their money"," It is a good way to see how people react and even if you have to wait most of the time, this is not too bad","GRIexpt-2014-12-03-125727","GRI","Read","1","2",NA," French and English Law","France","0","0",NA,"155.245.28.23","cl-17",NA
4,1,0,0,NA,"1983","female","white","-2","-2","0","-2","-2","0","2","2","2","0",5,"0",0.666106493584812,5,5.66610649358481,2,2.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,5,1,8.5," people's motivations regarding money"," good","GRIexpt-2014-12-03-125727","GRI","Read","0","0",NA," ","United Kingdom","1","2",NA,"155.245.28.9","cl-3",NA
8,1,0,0,NA,"1995","female","white","-2","-1","-1","0","-2","2","2","0","-1","-1",5,"0",-0.272977308183908,5,4.72702269181609,2,2.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,3.5,4,10," spread of money according to our political views. "," Seems more like a poker game as we were progressing in the experiment","GRIexpt-2014-12-03-125727","GRI","Read","1","2",NA," English and french law","France","0","0",NA,"155.245.28.12","cl-6",NA
12,1,0,0,NA,"1994","male","white","2","0","0","-2","0","2","2","2","0","0",5,"0",-0.0972488104365766,5,4.90275118956342,2,2.1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,6,1,9.5," Greed"," Long and extremely boring, it could have been set out better.","GRIexpt-2014-12-03-125727","GRI","Read","1","2",NA," Biological Sciences ","United Kingdom","0","0",NA,"155.245.28.11","cl-5",NA
1,1,0,0,NA,"1995","female","black","1","-1","0","-2","-1","0","0","0","1","0",5,"0",0.0155082062352448,5,5.01550820623524,2,2.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,4.5,4,11," To see whether we judge and discriminate against others according to race, gender and political views."," I felt it reflected a key issue however, the results may be more randomised as there were hints at the behaviour being observed","GRIexpt-2014-12-03-125727","GRI","Read","1","2",NA,"Psychology with Cognitive neuroscience ","United Kingdom","1","8",NA,"155.245.28.22","cl-16",NA
