"id","period","userperiod","round","instructions","byear","gender","race","ideo1","ideo2","ideo3","ideo4","ideo5","ideo6","ideo7","ideo8","ideo9","ideo10","sp","ideo_test","noise","ideology","ideology.noise","mg","group","group_id","prop1","prop2","prop3","offer","vote","vote_result","pd1","pd2","pd3","earnings","payment","pay_period","select_period","select_earn","payoffdictator","final_earnings","demand","comment","session","treatment","treat_inst","uni","type_student","startyear","degree","nationality","expts","t_expts","moveon","IP","client","seat"
4,1,0,0,NA,"1994","male","brown","0","-1","1","0","-1","1","1","2","0","0",5,"0",-0.203102749399841,5,4.79689725060016,1,1.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,5.6,3,11.1,"Making economic decisions, based on the allocation of wealth and what society thinks about the current system.","Interesting, as you have a say in which you have a chance to dictate how much is allocated to each person, but quite often you are able to estimate/predict the outcome based on the norms of our society, assuming everyone thinks rationally.","GRIexpt-2015-02-25-153453","Control",NA,"1","2",NA," BSc Accounting and Management","Portugal","0","0",NA,"155.245.28.23","cl-17",NA
5,1,0,0,NA,"1995","male","white","0","-1","2","0","-2","-1","1","2","-2","2",3,"0",-0.618378730816767,3,2.38162126918323,1,1.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,4,3,9.5," I think experiment was about political views. If political view has anything to do with economics. "," I think majority of people seeks to be equal and have almost same amount of money. ","GRIexpt-2015-02-25-153453","Control",NA,"1","2",NA," criminology","Lithuania","0","0",NA,"155.245.28.19","cl-13",NA
7,1,0,0,NA,"1972","female","white","2","-1","0","1","-2","0","-1","2","0","-1",5,"0",0.285516539681703,5,5.2855165396817,1,1.1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,5.5,3,11," I think it was about deciding what is fair, what you will accept personally and what is unfair. I think a degree of selfishness or greed can be established but also how we view eachother in the sense of being equal or more needy than ones self. Also within a team, if the majority of the members are considering the need of others or agree in sharing and equality that is generally accepted and greed is not."," My impression is that it can give an insight to how people with different ideas on sharing and equality think. It also can help an initially 'greedy' individual realise that equal portions may benefit you more.","GRIexpt-2015-02-25-153453","Control",NA,"0","0",NA," ","United Kingdom","0","0",NA,"155.245.28.24","cl-18",NA
3,1,0,0,NA,"1993","female","white","1","-1","-1","-2","-1","2","2","0","-2","1",2,"1",0.2847905238159,2,2.2847905238159,1,1.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,0,3.5,6," whether you are willing to sacrifice a part of your personal wealth in order to distribute the money equally among the 3 players in your group, or whether youre selfish and prefer to keep more for yourself"," it took too long, there should be a time limit for people to decide to speed up the process","GRIexpt-2015-02-25-153453","Control",NA,"1","2",NA," Business Management and Modern Languages","Slovak Republic","1","2",NA,"155.245.28.21","cl-15",NA
6,1,0,0,NA,"1993","male","white","1","-1","0","-1","0","2","1","0","0","0",7,"-1",-0.0979364976286888,7,6.90206350237131,1,1.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,5.5,2,10," I think this experiment was about how people react when they are anonymous and can be either fair or try to go for their own profit first. ","I think it was an interesting experiment, although I think it would be more interesting if the participants numbers in the group wouldn't change, if they would actually have a sort of alter ego for the experiment, so in case someone tries to do something fishy in one round, he can be 'punished' for it the next one. ","GRIexpt-2015-02-25-153453","Control",NA,"1","2",NA," BA Spanish studies with Latin American Studies","Slovak Republic","1","3",NA,"155.245.28.15","cl-9",NA
11,1,0,0,NA,"1994","male","black","2","-2","-1","-2","0","-2","2","1","0","0",2,"0",0.146667504776269,2,2.14666750477627,1,1.2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,0,3.5,6," To see how people would distribute wealth"," Its a good experiment it would be funny if you could see who chose what in certain sections AFTER the experiment is done.","GRIexpt-2015-02-25-153453","Control",NA,"1","2",NA,"Economics","United Kingdom","1","2",NA,"155.245.28.16","cl-10",NA
8,1,0,0,NA,"1940","female","white","1","-1","1","-2","-2","2","2","-2","0","-1",2,"0",0.220901749888435,2,2.22090174988843,2,2.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,5.7,2.7,10.9," decision making based on both co-operation and competition"," interesting.  People used to playing competitive games or competing in their work would score higher.  It took me a while to work out what the results of my actions might be. Also instructions are hard to grasp","GRIexpt-2015-02-25-153453","Control",NA,"0","0",NA," ","United Kingdom","0","0",NA,"155.245.28.9","cl-3",NA
13,1,0,0,NA,"1996","female","black","1","-2","2","-1","-2","2","2","1","0","-2",2,"0",0.268942575901747,2,2.26894257590175,2,2.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,6,3.6,12.1," I thought the experiment was about decision making and how the result of our decisions influences the choices we make. Because there was the hanging threat of money being deducted if we rejected an offer I believe the experiment was based on how we make decisions when faced with this threat. "," It was simple enough, the only thing that was bad was the waiting in between each decision, that got tedious and I became impatient towards the end. ","GRIexpt-2015-02-25-153453","Control",NA,"1","2",NA," English Language and Literature","Switzerland","1","1",NA,"155.245.28.22","cl-16",NA
16,1,0,0,NA,"1994","female","white","1","-1","2","-2","-2","2","2","1","-1","-1",1,"0",0.0418865949381143,1,1.04188659493811,2,2.1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,5.6,2.5,10.6," The distrobution and in/equality of wealth"," I was pleasantly surprised by people","GRIexpt-2015-02-25-153453","Control",NA,"1","2",NA," Modern History and Politics","United Kingdom","1","1",NA,"155.245.28.12","cl-6",NA
12,1,0,0,NA,"1995","male","brown","-1","-1","-2","-1","0","0","0","1","0","0",5,"-1",0.0112233166582882,5,5.01122331665829,2,2.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,4,12.5," How selfish and caring an individual is"," Good but slow","GRIexpt-2015-02-25-153453","Control",NA,"1","2",NA," BSc Accounting and Finance","United Kingdom","1","4",NA,"155.245.28.10","cl-4",NA
17,1,0,0,NA,"1993","female","white","-1","-1","1","0","-1","1","2","0","-1","-2",6,"0",-0.307958960579708,6,5.69204103942029,2,2.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5.7,2.5,10.7," I think it is about understanding human beings behavior. Everyone benefits from equality if everyone go for it. If some are selfish in the process, there will be some inequalities. Though if everyone is selfish, it will benefit most people. "," I think the game helps to understand that allocating a bit more money to some participants time to time, make them want to allow you have a bit more in the next round. It's all about balance.
","GRIexpt-2015-02-25-153453","Control",NA,"1","2",NA," exchange student in social sciences","France","1","1",NA,"155.245.28.13","cl-7",NA
18,1,0,0,NA,"1996","male","white","-1","-1","-1","1","1","2","2","1","-1","0",6,"0",-0.687039687670767,6,5.31296031232923,2,2.2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,5.6,2.7,10.8,"Whether people were capable of dividing money in a fair way even when there was never one."," Interesting and revealing ","GRIexpt-2015-02-25-153453","Control",NA,"1","2",NA,"American History","United Kingdom","1","2",NA,"155.245.28.8","cl-2",NA
9,1,0,0,NA,"1993","female","white","0","0","0","-1","0","2","0","2","-2","1",5,"-2",0.151401340775192,5,5.15140134077519,3,3.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,7,3,12.5," How evil humans can be.","It was interesting.","GRIexpt-2015-02-25-153453","Control",NA,"1","1",NA,"Translation and Literature ","Italy","1","1",NA,"155.245.28.20","cl-14",NA
14,1,0,0,NA,"1995","female","brown","0","0","0","0","0","0","1","0","0","-1",5,"0",-0.0303332871291786,5,4.96966671287082,3,3.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,0,3,5.5,"negotiation, coalition, decision making, optimization"," I think the experiment allows me to estimate and predict the choices other makes and what there acceptable line is. It allows me to optimize the amount of money to get in each round of experiment","GRIexpt-2015-02-25-153453","Control",NA,"1","2",NA," Bsc Economics with Mathematics","Other","1","2",NA,"155.245.28.18","cl-12",NA
15,1,0,0,NA,"1995","female","black","1","-2","0","-2","-1","-1","1","1","1","0",5,"0",0.552930446714163,5,5.55293044671416,3,3.1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,7,3,12.5," To see how people's fairness would change as the experiment progressed","Time consuming but showed some reality","GRIexpt-2015-02-25-153453","Control",NA,"1","2",NA," Psychology with cognitive neuroscience","United Kingdom","1","10",NA,"155.245.28.17","cl-11",NA
1,1,0,0,NA,"1996","male","black","2","-1","-1","-2","-1","1","0","2","1","1",6,"0",0.505835075117648,6,6.50583507511765,3,3.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,8,4,14.5," i believe it was about how people behave towards others in comparison to themselves, whether if given the choices, make decisions solely based on what they want within a group rather than what what the group as a whole may want."," it seemed fair.","GRIexpt-2015-02-25-153453","Control",NA,"1","2",NA," Law (including year abroad)","United Kingdom","1","3",NA,"155.245.28.41","cl-1",NA
2,1,0,0,NA,"1994","male","black","1","1","-1","1","2","2","2","0","2","1",7,"0",-0.341633097222075,7,6.65836690277793,3,3.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,5.6,1,9.1," Selfishness."," It was well organised and interesting.","GRIexpt-2015-02-25-153453","Control",NA,"1","2",NA," Law","United Kingdom","1","2",NA,"155.245.28.25","Cl-19",NA
10,1,0,0,NA,"1987","female","white","-1","-1","1","0","-1","2","2","1","0","0",7,"0",0.0390733910258859,7,7.03907339102589,3,3.2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,10,4,16.5,"About how fair we are about money when it comes to other people. We have our own interest at heart but at the same time you cannot act all selfish other group members will not accept your offer. Also our background affects our behaviour."," It was alright, although I have done this once before.","GRIexpt-2015-02-25-153453","Control",NA,"1","2",NA,"BA in Business Management and Modern Languages ","Finland","1","1",NA,"155.245.28.14","cl-8",NA
3,2,1,1,NA,"1993","female","white","1","-1","-1","-2","-1","2","2","0","-2","1",2,"1",-0.100821023853496,2,1.8991789761465,1,1.1,1,7,5,5,"prop_3","1","Accepted",NA,NA,NA,5.5,1,2,17,0,3.5,6,NA,NA,"GRIexpt-2015-02-25-153453","Control",NA,"1","2",NA," Business Management and Modern Languages","Slovak Republic","1","2","Next Negotiation","155.245.28.21","cl-15",NA
4,2,1,1,NA,"1994","male","brown","0","-1","1","0","-1","1","1","2","0","0",5,"0",0.615198478661477,5,5.61519847866148,1,1.1,2,5.5,6,5.5,"prop_3","1","Accepted",NA,NA,NA,5.5,1,2,22,5.6,3,11.1,NA,NA,"GRIexpt-2015-02-25-153453","Control",NA,"1","2",NA," BSc Accounting and Management","Portugal","0","0","Next Negotiation","155.245.28.23","cl-17",NA
6,2,1,1,NA,"1993","male","white","1","-1","0","-1","0","2","1","0","0","0",7,"-1",-0.685117924492806,7,6.31488207550719,1,1.1,3,5.5,5.5,6,"prop_3","1","Accepted",NA,NA,NA,6,1,2,37,5.5,2,10,NA,NA,"GRIexpt-2015-02-25-153453","Control",NA,"1","2",NA," BA Spanish studies with Latin American Studies","Slovak Republic","1","3","Next Negotiation","155.245.28.15","cl-9",NA
5,2,1,1,NA,"1995","male","white","0","-1","2","0","-2","-1","1","2","-2","2",3,"0",0.221516404440626,3,3.22151640444063,1,1.2,1,5.6,5.7,5.7,"prop_1","1","Accepted",NA,NA,NA,5.6,1,2,28,4,3,9.5,NA,NA,"GRIexpt-2015-02-25-153453","Control",NA,"1","2",NA," criminology","Lithuania","0","0","Next Negotiation","155.245.28.19","cl-13",NA
7,2,1,1,NA,"1972","female","white","2","-1","0","1","-2","0","-1","2","0","-1",5,"0",0.257317506382242,5,5.25731750638224,1,1.2,2,9,2,6,"prop_1","1","Accepted",NA,NA,NA,5.7,1,2,12,5.5,3,11,NA,NA,"GRIexpt-2015-02-25-153453","Control",NA,"0","0",NA," ","United Kingdom","0","0","Next Negotiation","155.245.28.24","cl-18",NA
11,2,1,1,NA,"1994","male","black","2","-2","-1","-2","0","-2","2","1","0","0",2,"0",0.671921147918329,2,2.67192114791833,1,1.2,3,0,6,11,"prop_1","1","Accepted",NA,NA,NA,5.7,1,2,47,0,3.5,6,NA,NA,"GRIexpt-2015-02-25-153453","Control",NA,"1","2",NA,"Economics","United Kingdom","1","2","Next Negotiation","155.245.28.16","cl-10",NA
12,2,1,1,NA,"1995","male","brown","-1","-1","-2","-1","0","0","0","1","0","0",5,"-1",0.494698620727286,5,5.49469862072729,2,2.1,1,6,5.5,5.5,"prop_3","1","Accepted",NA,NA,NA,5.5,1,2,7,6,4,12.5,NA,NA,"GRIexpt-2015-02-25-153453","Control",NA,"1","2",NA," BSc Accounting and Finance","United Kingdom","1","4","Next Negotiation","155.245.28.10","cl-4",NA
13,2,1,1,NA,"1996","female","black","1","-2","2","-1","-2","2","2","1","0","-2",2,"0",0.11144494721666,2,2.11144494721666,2,2.1,2,5.5,6,5.5,"prop_3","1","Accepted",NA,NA,NA,5.5,1,2,17,6,3.6,12.1,NA,NA,"GRIexpt-2015-02-25-153453","Control",NA,"1","2",NA," English Language and Literature","Switzerland","1","1","Next Negotiation","155.245.28.22","cl-16",NA
18,2,1,1,NA,"1996","male","white","-1","-1","-1","1","1","2","2","1","-1","0",6,"0",-0.0538643713109195,6,5.94613562868908,2,2.1,3,5.5,5.5,6,"prop_3","1","Accepted",NA,NA,NA,6,1,2,22,5.6,2.7,10.8,NA,NA,"GRIexpt-2015-02-25-153453","Control",NA,"1","2",NA,"American History","United Kingdom","1","2","Next Negotiation","155.245.28.8","cl-2",NA
8,2,1,1,NA,"1940","female","white","1","-1","1","-2","-2","2","2","-2","0","-1",2,"0",-0.350432818103582,2,1.64956718189642,2,2.2,1,5,6,6,"prop_2","1","Accepted",NA,NA,NA,5.7,1,2,12,5.7,2.7,10.9,NA,NA,"GRIexpt-2015-02-25-153453","Control",NA,"0","0",NA," ","United Kingdom","0","0","Next Negotiation","155.245.28.9","cl-3",NA
16,2,1,1,NA,"1994","female","white","1","-1","2","-2","-2","2","2","1","-1","-1",1,"0",0.327165790926665,1,1.32716579092666,2,2.2,2,5.7,5.6,5.7,"prop_2","1","Accepted",NA,NA,NA,5.6,1,2,32,5.6,2.5,10.6,NA,NA,"GRIexpt-2015-02-25-153453","Control",NA,"1","2",NA," Modern History and Politics","United Kingdom","1","1","Next Negotiation","155.245.28.12","cl-6",NA
17,2,1,1,NA,"1993","female","white","-1","-1","1","0","-1","1","2","0","-1","-2",6,"0",-0.287218078738078,6,5.71278192126192,2,2.2,3,5,6,6,"prop_2","1","Accepted",NA,NA,NA,5.7,1,2,2,5.7,2.5,10.7,NA,NA,"GRIexpt-2015-02-25-153453","Control",NA,"1","2",NA," exchange student in social sciences","France","1","1","Next Negotiation","155.245.28.13","cl-7",NA
1,2,1,1,NA,"1996","male","black","2","-1","-1","-2","-1","1","0","2","1","1",6,"0",0.656109610712156,6,6.65610961071216,3,3.1,1,5.6,5.7,5.7,"prop_1","1","Accepted",NA,NA,NA,5.6,1,2,12,8,4,14.5,NA,NA,"GRIexpt-2015-02-25-153453","Control",NA,"1","2",NA," Law (including year abroad)","United Kingdom","1","3","Next Negotiation","155.245.28.41","cl-1",NA
2,2,1,1,NA,"1994","male","black","1","1","-1","1","2","2","2","0","2","1",7,"0",-0.176857189601287,7,6.82314281039871,3,3.1,2,5.5,6,5.5,"prop_1","1","Accepted",NA,NA,NA,5.7,1,2,42,5.6,1,9.1,NA,NA,"GRIexpt-2015-02-25-153453","Control",NA,"1","2",NA," Law","United Kingdom","1","2","Next Negotiation","155.245.28.25","Cl-19",NA
9,2,1,1,NA,"1993","female","white","0","0","0","-1","0","2","0","2","-2","1",5,"-2",0.0700646355748177,5,5.07006463557482,3,3.1,3,8,0,9,"prop_1","1","Accepted",NA,NA,NA,5.7,1,2,47,7,3,12.5,NA,NA,"GRIexpt-2015-02-25-153453","Control",NA,"1","1",NA,"Translation and Literature ","Italy","1","1","Next Negotiation","155.245.28.20","cl-14",NA
10,2,1,1,NA,"1987","female","white","-1","-1","1","0","-1","2","2","1","0","0",7,"0",0.300387298408896,7,7.3003872984089,3,3.2,1,6,5,6,"prop_1","1","Accepted",NA,NA,NA,6,1,2,42,10,4,16.5,NA,NA,"GRIexpt-2015-02-25-153453","Control",NA,"1","2",NA,"BA in Business Management and Modern Languages ","Finland","1","1","Next Negotiation","155.245.28.14","cl-8",NA
14,2,1,1,NA,"1995","female","brown","0","0","0","0","0","0","1","0","0","-1",5,"0",0.259455909719691,5,5.25945590971969,3,3.2,2,0,17,0,"prop_1","1","Accepted",NA,NA,NA,5,1,2,47,0,3,5.5,NA,NA,"GRIexpt-2015-02-25-153453","Control",NA,"1","2",NA," Bsc Economics with Mathematics","Other","1","2","Next Negotiation","155.245.28.18","cl-12",NA
15,2,1,1,NA,"1995","female","black","1","-2","0","-2","-1","-1","1","1","1","0",5,"0",0.179818163905293,5,5.17981816390529,3,3.2,3,5,5,7,"prop_1","1","Accepted",NA,NA,NA,6,1,2,22,7,3,12.5,NA,NA,"GRIexpt-2015-02-25-153453","Control",NA,"1","2",NA," Psychology with cognitive neuroscience","United Kingdom","1","10","Next Negotiation","155.245.28.17","cl-11",NA
3,3,1,2,NA,"1993","female","white","1","-1","-1","-2","-1","2","2","0","-2","1",2,"1",-0.515380903240293,2,1.48461909675971,1,1.1,1,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,17,0,3.5,6,NA,NA,"GRIexpt-2015-02-25-153453","Control",NA,"1","2",NA," Business Management and Modern Languages","Slovak Republic","1","2",NA,"155.245.28.21","cl-15",NA
4,3,1,2,NA,"1994","male","brown","0","-1","1","0","-1","1","1","2","0","0",5,"0",0.0367413552943617,5,5.03674135529436,1,1.1,2,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,22,5.6,3,11.1,NA,NA,"GRIexpt-2015-02-25-153453","Control",NA,"1","2",NA," BSc Accounting and Management","Portugal","0","0",NA,"155.245.28.23","cl-17",NA
6,3,1,2,NA,"1993","male","white","1","-1","0","-1","0","2","1","0","0","0",7,"-1",-0.66333571895957,7,6.33666428104043,1,1.1,3,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,37,5.5,2,10,NA,NA,"GRIexpt-2015-02-25-153453","Control",NA,"1","2",NA," BA Spanish studies with Latin American Studies","Slovak Republic","1","3",NA,"155.245.28.15","cl-9",NA
5,3,1,2,NA,"1995","male","white","0","-1","2","0","-2","-1","1","2","-2","2",3,"0",-0.498364490130916,3,2.50163550986908,1,1.2,1,NA,NA,NA,"prop_2",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,28,4,3,9.5,NA,NA,"GRIexpt-2015-02-25-153453","Control",NA,"1","2",NA," criminology","Lithuania","0","0",NA,"155.245.28.19","cl-13",NA
7,3,1,2,NA,"1972","female","white","2","-1","0","1","-2","0","-1","2","0","-1",5,"0",0.301681953296065,5,5.30168195329607,1,1.2,2,NA,NA,NA,"prop_2",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,12,5.5,3,11,NA,NA,"GRIexpt-2015-02-25-153453","Control",NA,"0","0",NA," ","United Kingdom","0","0",NA,"155.245.28.24","cl-18",NA
11,3,1,2,NA,"1994","male","black","2","-2","-1","-2","0","-2","2","1","0","0",2,"0",0.46301943147555,2,2.46301943147555,1,1.2,3,NA,NA,NA,"prop_2",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,47,0,3.5,6,NA,NA,"GRIexpt-2015-02-25-153453","Control",NA,"1","2",NA,"Economics","United Kingdom","1","2",NA,"155.245.28.16","cl-10",NA
12,3,1,2,NA,"1995","male","brown","-1","-1","-2","-1","0","0","0","1","0","0",5,"-1",-0.678448688657954,5,4.32155131134205,2,2.1,1,NA,NA,NA,"prop_1",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,7,6,4,12.5,NA,NA,"GRIexpt-2015-02-25-153453","Control",NA,"1","2",NA," BSc Accounting and Finance","United Kingdom","1","4",NA,"155.245.28.10","cl-4",NA
13,3,1,2,NA,"1996","female","black","1","-2","2","-1","-2","2","2","1","0","-2",2,"0",0.631157127814367,2,2.63115712781437,2,2.1,2,NA,NA,NA,"prop_1",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,17,6,3.6,12.1,NA,NA,"GRIexpt-2015-02-25-153453","Control",NA,"1","2",NA," English Language and Literature","Switzerland","1","1",NA,"155.245.28.22","cl-16",NA
18,3,1,2,NA,"1996","male","white","-1","-1","-1","1","1","2","2","1","-1","0",6,"0",-0.155839297315106,6,5.84416070268489,2,2.1,3,NA,NA,NA,"prop_1",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,22,5.6,2.7,10.8,NA,NA,"GRIexpt-2015-02-25-153453","Control",NA,"1","2",NA,"American History","United Kingdom","1","2",NA,"155.245.28.8","cl-2",NA
8,3,1,2,NA,"1940","female","white","1","-1","1","-2","-2","2","2","-2","0","-1",2,"0",-0.316451677214354,2,1.68354832278565,2,2.2,1,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,12,5.7,2.7,10.9,NA,NA,"GRIexpt-2015-02-25-153453","Control",NA,"0","0",NA," ","United Kingdom","0","0",NA,"155.245.28.9","cl-3",NA
16,3,1,2,NA,"1994","female","white","1","-1","2","-2","-2","2","2","1","-1","-1",1,"0",-0.310334443906322,1,0.689665556093678,2,2.2,2,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,32,5.6,2.5,10.6,NA,NA,"GRIexpt-2015-02-25-153453","Control",NA,"1","2",NA," Modern History and Politics","United Kingdom","1","1",NA,"155.245.28.12","cl-6",NA
17,3,1,2,NA,"1993","female","white","-1","-1","1","0","-1","1","2","0","-1","-2",6,"0",0.406094406731427,6,6.40609440673143,2,2.2,3,NA,NA,NA,"prop_3",NA,"Not Applicable",NA,NA,NA,NA,NA,NA,2,5.7,2.5,10.7,NA,NA,"GRIexpt-2015-02-25-153453","Control",NA,"1","2",NA," exchange student in social sciences","France","1","1",NA,"155.245.28.13","cl-7",NA
